kind,k_true,sep,field_sigma,trend_amp,noise_sigma,cell_idx,realiz,truth_k,method,k_hat
struct,3,4.0,9.0,,,16,4,3,davies_bouldin,3
struct,3,4.0,9.0,,,16,4,3,decluster_dip,3
struct,3,4.0,9.0,,,16,4,3,ess_dip,3
struct,3,4.0,9.0,,,16,4,3,ess_dip_detrend,1
struct,3,4.0,9.0,,,16,4,3,ess_dip_adaptive,3
struct,3,4.0,9.0,,,16,4,3,ess_dip_local,3
struct,3,4.0,9.0,,,16,13,3,classical_gap,3
struct,3,4.0,9.0,,,16,13,3,silhouette,3
struct,3,4.0,9.0,,,16,13,3,calinski_harabasz,3
struct,3,4.0,9.0,,,16,13,3,davies_bouldin,3
struct,3,4.0,9.0,,,16,13,3,decluster_dip,3
struct,3,4.0,9.0,,,16,13,3,ess_dip,3
struct,3,4.0,9.0,,,16,13,3,ess_dip_detrend,2
struct,3,4.0,9.0,,,16,13,3,ess_dip_adaptive,3
struct,3,4.0,9.0,,,16,13,3,ess_dip_local,3
struct,4,2.0,6.0,,,17,1,4,classical_gap,4
struct,4,2.0,6.0,,,17,1,4,silhouette,4
struct,4,2.0,6.0,,,17,1,4,calinski_harabasz,4
struct,4,2.0,6.0,,,17,1,4,davies_bouldin,4
struct,4,2.0,6.0,,,17,1,4,decluster_dip,1
struct,4,2.0,6.0,,,17,1,4,ess_dip,1
struct,4,2.0,6.0,,,17,1,4,ess_dip_detrend,1
struct,4,2.0,6.0,,,17,1,4,ess_dip_adaptive,1
struct,4,2.0,6.0,,,17,1,4,ess_dip_local,4
struct,4,2.0,6.0,,,17,4,4,classical_gap,4
struct,4,2.0,6.0,,,17,4,4,silhouette,3
struct,4,2.0,6.0,,,17,4,4,calinski_harabasz,3
struct,4,2.0,6.0,,,17,4,4,davies_bouldin,2
struct,4,2.0,6.0,,,17,4,4,decluster_dip,2
struct,4,2.0,6.0,,,17,4,4,ess_dip,2
struct,4,2.0,6.0,,,17,4,4,ess_dip_detrend,1
struct,4,2.0,6.0,,,17,4,4,ess_dip_adaptive,2
struct,4,2.0,6.0,,,17,4,4,ess_dip_local,3
struct,4,2.0,6.0,,,17,3,4,classical_gap,4
struct,4,2.0,6.0,,,17,3,4,silhouette,4
struct,4,2.0,6.0,,,17,3,4,calinski_harabasz,4
struct,4,2.0,6.0,,,17,3,4,davies_bouldin,4
struct,4,2.0,6.0,,,17,3,4,decluster_dip,4
struct,4,2.0,6.0,,,17,3,4,ess_dip,4
struct,4,2.0,6.0,,,17,3,4,ess_dip_detrend,1
struct,4,2.0,6.0,,,17,3,4,ess_dip_adaptive,4
struct,4,2.0,6.0,,,17,3,4,ess_dip_local,4
struct,4,2.0,6.0,,,17,7,4,classical_gap,4
struct,4,2.0,6.0,,,17,7,4,silhouette,2
struct,4,2.0,6.0,,,17,7,4,calinski_harabasz,2
struct,4,2.0,6.0,,,17,7,4,davies_bouldin,2
struct,4,2.0,6.0,,,17,7,4,decluster_dip,2
struct,4,2.0,6.0,,,17,7,4,ess_dip,1
struct,4,2.0,6.0,,,17,7,4,ess_dip_detrend,1
struct,4,2.0,6.0,,,17,7,4,ess_dip_adaptive,1
struct,4,2.0,6.0,,,17,7,4,ess_dip_local,2
struct,4,2.0,6.0,,,17,2,4,classical_gap,4
struct,4,2.0,6.0,,,17,2,4,silhouette,4
struct,4,2.0,6.0,,,17,2,4,calinski_harabasz,4
struct,4,2.0,6.0,,,17,2,4,davies_bouldin,4
struct,4,2.0,6.0,,,17,2,4,decluster_dip,3
struct,4,2.0,6.0,,,17,2,4,ess_dip,4
struct,4,2.0,6.0,,,17,2,4,ess_dip_detrend,1
struct,4,2.0,6.0,,,17,2,4,ess_dip_adaptive,4
struct,4,2.0,6.0,,,17,2,4,ess_dip_local,4
struct,4,2.0,6.0,,,17,0,4,classical_gap,4
struct,4,2.0,6.0,,,17,0,4,silhouette,4
struct,4,2.0,6.0,,,17,0,4,calinski_harabasz,4
struct,4,2.0,6.0,,,17,0,4,davies_bouldin,4
struct,4,2.0,6.0,,,17,0,4,decluster_dip,4
struct,4,2.0,6.0,,,17,0,4,ess_dip,1
struct,4,2.0,6.0,,,17,0,4,ess_dip_detrend,1
struct,4,2.0,6.0,,,17,0,4,ess_dip_adaptive,1
struct,4,2.0,6.0,,,17,0,4,ess_dip_local,4
struct,3,4.0,9.0,,,16,12,3,classical_gap,3
struct,3,4.0,9.0,,,16,12,3,silhouette,3
struct,3,4.0,9.0,,,16,12,3,calinski_harabasz,3
struct,3,4.0,9.0,,,16,12,3,davies_bouldin,3
struct,3,4.0,9.0,,,16,12,3,decluster_dip,3
struct,3,4.0,9.0,,,16,12,3,ess_dip,3
struct,3,4.0,9.0,,,16,12,3,ess_dip_detrend,1
struct,3,4.0,9.0,,,16,12,3,ess_dip_adaptive,3
struct,3,4.0,9.0,,,16,12,3,ess_dip_local,3
struct,4,2.0,6.0,,,17,5,4,classical_gap,4
struct,4,2.0,6.0,,,17,5,4,silhouette,4
struct,4,2.0,6.0,,,17,5,4,calinski_harabasz,4
struct,4,2.0,6.0,,,17,5,4,davies_bouldin,4
struct,4,2.0,6.0,,,17,5,4,decluster_dip,1
struct,4,2.0,6.0,,,17,5,4,ess_dip,1
struct,4,2.0,6.0,,,17,5,4,ess_dip_detrend,1
struct,4,2.0,6.0,,,17,5,4,ess_dip_adaptive,1
struct,4,2.0,6.0,,,17,5,4,ess_dip_local,4
struct,4,2.0,6.0,,,17,10,4,classical_gap,4
struct,4,2.0,6.0,,,17,10,4,silhouette,4
struct,4,2.0,6.0,,,17,10,4,calinski_harabasz,4
struct,4,2.0,6.0,,,17,10,4,davies_bouldin,4
struct,4,2.0,6.0,,,17,10,4,decluster_dip,4
struct,4,2.0,6.0,,,17,10,4,ess_dip,4
struct,4,2.0,6.0,,,17,10,4,ess_dip_detrend,2
struct,4,2.0,6.0,,,17,10,4,ess_dip_adaptive,4
struct,4,2.0,6.0,,,17,10,4,ess_dip_local,4
struct,4,2.0,6.0,,,17,9,4,classical_gap,4
struct,4,2.0,6.0,,,17,9,4,silhouette,4
struct,4,2.0,6.0,,,17,9,4,calinski_harabasz,4
struct,4,2.0,6.0,,,17,9,4,davies_bouldin,4
struct,4,2.0,6.0,,,17,9,4,decluster_dip,1
struct,4,2.0,6.0,,,17,9,4,ess_dip,1
struct,4,2.0,6.0,,,17,9,4,ess_dip_detrend,1
struct,4,2.0,6.0,,,17,9,4,ess_dip_adaptive,1
struct,4,2.0,6.0,,,17,9,4,ess_dip_local,4
struct,4,2.0,6.0,,,17,8,4,classical_gap,4
struct,4,2.0,6.0,,,17,8,4,silhouette,3
struct,4,2.0,6.0,,,17,8,4,calinski_harabasz,3
struct,4,2.0,6.0,,,17,8,4,davies_bouldin,3
struct,4,2.0,6.0,,,17,8,4,decluster_dip,1
struct,4,2.0,6.0,,,17,8,4,ess_dip,3
struct,4,2.0,6.0,,,17,8,4,ess_dip_detrend,1
struct,4,2.0,6.0,,,17,8,4,ess_dip_adaptive,3
struct,4,2.0,6.0,,,17,8,4,ess_dip_local,3
struct,4,2.0,6.0,,,17,6,4,classical_gap,4
struct,4,2.0,6.0,,,17,6,4,silhouette,3
struct,4,2.0,6.0,,,17,6,4,calinski_harabasz,3
struct,4,2.0,6.0,,,17,6,4,davies_bouldin,3
struct,4,2.0,6.0,,,17,6,4,decluster_dip,2
struct,4,2.0,6.0,,,17,6,4,ess_dip,1
struct,4,2.0,6.0,,,17,6,4,ess_dip_detrend,1
struct,4,2.0,6.0,,,17,6,4,ess_dip_adaptive,1
struct,4,2.0,6.0,,,17,6,4,ess_dip_local,3
struct,4,2.0,9.0,,,18,4,4,classical_gap,4
struct,4,2.0,9.0,,,18,4,4,silhouette,2
struct,4,2.0,9.0,,,18,4,4,calinski_harabasz,2
struct,4,2.0,9.0,,,18,4,4,davies_bouldin,2
struct,4,2.0,9.0,,,18,4,4,decluster_dip,2
struct,4,2.0,9.0,,,18,4,4,ess_dip,1
struct,4,2.0,9.0,,,18,4,4,ess_dip_detrend,1
struct,4,2.0,9.0,,,18,4,4,ess_dip_adaptive,1
struct,4,2.0,9.0,,,18,4,4,ess_dip_local,2
struct,4,2.0,9.0,,,18,2,4,classical_gap,4
struct,4,2.0,9.0,,,18,2,4,silhouette,4
struct,4,2.0,9.0,,,18,2,4,calinski_harabasz,4
struct,4,2.0,9.0,,,18,2,4,davies_bouldin,4
struct,4,2.0,9.0,,,18,2,4,decluster_dip,1
struct,4,2.0,9.0,,,18,2,4,ess_dip,1
struct,4,2.0,9.0,,,18,2,4,ess_dip_detrend,1
struct,4,2.0,9.0,,,18,2,4,ess_dip_adaptive,1
struct,4,2.0,9.0,,,18,2,4,ess_dip_local,4
struct,4,2.0,6.0,,,17,11,4,classical_gap,4
struct,4,2.0,6.0,,,17,11,4,silhouette,4
struct,4,2.0,6.0,,,17,11,4,calinski_harabasz,4
struct,4,2.0,6.0,,,17,11,4,davies_bouldin,2
struct,4,2.0,6.0,,,17,11,4,decluster_dip,4
struct,4,2.0,6.0,,,17,11,4,ess_dip,4
struct,4,2.0,6.0,,,17,11,4,ess_dip_detrend,1
struct,4,2.0,6.0,,,17,11,4,ess_dip_adaptive,4
struct,4,2.0,6.0,,,17,11,4,ess_dip_local,4
struct,4,2.0,6.0,,,17,12,4,classical_gap,4
struct,4,2.0,6.0,,,17,12,4,silhouette,3
struct,4,2.0,6.0,,,17,12,4,calinski_harabasz,3
struct,4,2.0,6.0,,,17,12,4,davies_bouldin,2
struct,4,2.0,6.0,,,17,12,4,decluster_dip,4
struct,4,2.0,6.0,,,17,12,4,ess_dip,3
struct,4,2.0,6.0,,,17,12,4,ess_dip_detrend,2
struct,4,2.0,6.0,,,17,12,4,ess_dip_adaptive,3
struct,4,2.0,6.0,,,17,12,4,ess_dip_local,3
struct,4,2.0,9.0,,,18,6,4,classical_gap,4
struct,4,2.0,9.0,,,18,6,4,silhouette,3
struct,4,2.0,9.0,,,18,6,4,calinski_harabasz,3
struct,4,2.0,9.0,,,18,6,4,davies_bouldin,3
struct,4,2.0,9.0,,,18,6,4,decluster_dip,1
struct,4,2.0,9.0,,,18,6,4,ess_dip,1
struct,4,2.0,9.0,,,18,6,4,ess_dip_detrend,1
struct,4,2.0,9.0,,,18,6,4,ess_dip_adaptive,1
struct,4,2.0,9.0,,,18,6,4,ess_dip_local,3
struct,4,2.0,9.0,,,18,0,4,classical_gap,4
struct,4,2.0,9.0,,,18,0,4,silhouette,2
struct,4,2.0,9.0,,,18,0,4,calinski_harabasz,2
struct,4,2.0,9.0,,,18,0,4,davies_bouldin,3
struct,4,2.0,9.0,,,18,0,4,decluster_dip,1
struct,4,2.0,9.0,,,18,0,4,ess_dip,1
struct,4,2.0,9.0,,,18,0,4,ess_dip_detrend,1
struct,4,2.0,9.0,,,18,0,4,ess_dip_adaptive,1
struct,4,2.0,9.0,,,18,0,4,ess_dip_local,1
struct,4,2.0,9.0,,,18,3,4,classical_gap,4
struct,4,2.0,9.0,,,18,3,4,silhouette,3
struct,4,2.0,9.0,,,18,3,4,calinski_harabasz,3
struct,4,2.0,9.0,,,18,3,4,davies_bouldin,3
struct,4,2.0,9.0,,,18,3,4,decluster_dip,1
struct,4,2.0,9.0,,,18,3,4,ess_dip,1
struct,4,2.0,9.0,,,18,3,4,ess_dip_detrend,1
struct,4,2.0,9.0,,,18,3,4,ess_dip_adaptive,1
struct,4,2.0,9.0,,,18,3,4,ess_dip_local,3
struct,4,2.0,9.0,,,18,1,4,classical_gap,3
struct,4,2.0,9.0,,,18,1,4,silhouette,3
struct,4,2.0,9.0,,,18,1,4,calinski_harabasz,3
struct,4,2.0,9.0,,,18,1,4,davies_bouldin,3
struct,4,2.0,9.0,,,18,1,4,decluster_dip,2
struct,4,2.0,9.0,,,18,1,4,ess_dip,1
struct,4,2.0,9.0,,,18,1,4,ess_dip_detrend,1
struct,4,2.0,9.0,,,18,1,4,ess_dip_adaptive,1
struct,4,2.0,9.0,,,18,1,4,ess_dip_local,3
struct,4,2.0,6.0,,,17,13,4,classical_gap,4
struct,4,2.0,6.0,,,17,13,4,silhouette,4
struct,4,2.0,6.0,,,17,13,4,calinski_harabasz,4
struct,4,2.0,6.0,,,17,13,4,davies_bouldin,3
struct,4,2.0,6.0,,,17,13,4,decluster_dip,4
struct,4,2.0,6.0,,,17,13,4,ess_dip,4
struct,4,2.0,6.0,,,17,13,4,ess_dip_detrend,3
struct,4,2.0,6.0,,,17,13,4,ess_dip_adaptive,4
struct,4,2.0,6.0,,,17,13,4,ess_dip_local,4
struct,4,2.0,6.0,,,17,14,4,classical_gap,4
struct,4,2.0,6.0,,,17,14,4,silhouette,4
struct,4,2.0,6.0,,,17,14,4,calinski_harabasz,4
struct,4,2.0,6.0,,,17,14,4,davies_bouldin,4
struct,4,2.0,6.0,,,17,14,4,decluster_dip,4
struct,4,2.0,6.0,,,17,14,4,ess_dip,4
struct,4,2.0,6.0,,,17,14,4,ess_dip_detrend,1
struct,4,2.0,6.0,,,17,14,4,ess_dip_adaptive,4
struct,4,2.0,6.0,,,17,14,4,ess_dip_local,4
struct,4,2.0,9.0,,,18,8,4,classical_gap,3
struct,4,2.0,9.0,,,18,8,4,silhouette,2
struct,4,2.0,9.0,,,18,8,4,calinski_harabasz,4
struct,4,2.0,9.0,,,18,8,4,davies_bouldin,2
struct,4,2.0,9.0,,,18,8,4,decluster_dip,2
struct,4,2.0,9.0,,,18,8,4,ess_dip,2
struct,4,2.0,9.0,,,18,8,4,ess_dip_detrend,1
struct,4,2.0,9.0,,,18,8,4,ess_dip_adaptive,2
struct,4,2.0,9.0,,,18,8,4,ess_dip_local,2
struct,4,2.0,9.0,,,18,9,4,classical_gap,4
struct,4,2.0,9.0,,,18,9,4,silhouette,4
struct,4,2.0,9.0,,,18,9,4,calinski_harabasz,4
struct,4,2.0,9.0,,,18,9,4,davies_bouldin,4
struct,4,2.0,9.0,,,18,9,4,decluster_dip,2
struct,4,2.0,9.0,,,18,9,4,ess_dip,2
struct,4,2.0,9.0,,,18,9,4,ess_dip_detrend,1
struct,4,2.0,9.0,,,18,9,4,ess_dip_adaptive,2
struct,4,2.0,9.0,,,18,9,4,ess_dip_local,4
struct,4,2.0,9.0,,,18,11,4,classical_gap,4
struct,4,2.0,9.0,,,18,11,4,silhouette,3
struct,4,2.0,9.0,,,18,11,4,calinski_harabasz,3
struct,4,2.0,9.0,,,18,11,4,davies_bouldin,3
struct,4,2.0,9.0,,,18,11,4,decluster_dip,3
struct,4,2.0,9.0,,,18,11,4,ess_dip,3
struct,4,2.0,9.0,,,18,11,4,ess_dip_detrend,1
struct,4,2.0,9.0,,,18,11,4,ess_dip_adaptive,3
struct,4,2.0,9.0,,,18,11,4,ess_dip_local,3
struct,4,2.0,9.0,,,18,5,4,classical_gap,4
struct,4,2.0,9.0,,,18,5,4,silhouette,4
struct,4,2.0,9.0,,,18,5,4,calinski_harabasz,4
struct,4,2.0,9.0,,,18,5,4,davies_bouldin,2
struct,4,2.0,9.0,,,18,5,4,decluster_dip,1
struct,4,2.0,9.0,,,18,5,4,ess_dip,1
struct,4,2.0,9.0,,,18,5,4,ess_dip_detrend,1
struct,4,2.0,9.0,,,18,5,4,ess_dip_adaptive,1
struct,4,2.0,9.0,,,18,5,4,ess_dip_local,4
struct,4,2.0,9.0,,,18,7,4,classical_gap,4
struct,4,2.0,9.0,,,18,7,4,silhouette,3
struct,4,2.0,9.0,,,18,7,4,calinski_harabasz,3
struct,4,2.0,9.0,,,18,7,4,davies_bouldin,3
struct,4,2.0,9.0,,,18,7,4,decluster_dip,3
struct,4,2.0,9.0,,,18,7,4,ess_dip,3
struct,4,2.0,9.0,,,18,7,4,ess_dip_detrend,1
struct,4,2.0,9.0,,,18,7,4,ess_dip_adaptive,3
struct,4,2.0,9.0,,,18,7,4,ess_dip_local,3
struct,4,2.0,9.0,,,18,10,4,classical_gap,4
struct,4,2.0,9.0,,,18,10,4,silhouette,3
struct,4,2.0,9.0,,,18,10,4,calinski_harabasz,3
struct,4,2.0,9.0,,,18,10,4,davies_bouldin,3
struct,4,2.0,9.0,,,18,10,4,decluster_dip,1
struct,4,2.0,9.0,,,18,10,4,ess_dip,1
struct,4,2.0,9.0,,,18,10,4,ess_dip_detrend,1
struct,4,2.0,9.0,,,18,10,4,ess_dip_adaptive,1
struct,4,2.0,9.0,,,18,10,4,ess_dip_local,3
struct,4,2.0,9.0,,,18,14,4,classical_gap,4
struct,4,2.0,9.0,,,18,14,4,silhouette,4
struct,4,2.0,9.0,,,18,14,4,calinski_harabasz,4
struct,4,2.0,9.0,,,18,14,4,davies_bouldin,4
struct,4,2.0,9.0,,,18,14,4,decluster_dip,1
struct,4,2.0,9.0,,,18,14,4,ess_dip,1
struct,4,2.0,9.0,,,18,14,4,ess_dip_detrend,1
struct,4,2.0,9.0,,,18,14,4,ess_dip_adaptive,1
struct,4,2.0,9.0,,,18,14,4,ess_dip_local,1
struct,4,3.0,6.0,,,19,2,4,classical_gap,4
struct,4,3.0,6.0,,,19,2,4,silhouette,4
struct,4,3.0,6.0,,,19,2,4,calinski_harabasz,4
struct,4,3.0,6.0,,,19,2,4,davies_bouldin,4
struct,4,3.0,6.0,,,19,2,4,decluster_dip,4
struct,4,3.0,6.0,,,19,2,4,ess_dip,4
struct,4,3.0,6.0,,,19,2,4,ess_dip_detrend,4
struct,4,3.0,6.0,,,19,2,4,ess_dip_adaptive,4
struct,4,3.0,6.0,,,19,2,4,ess_dip_local,4
struct,4,2.0,9.0,,,18,12,4,classical_gap,4
struct,4,2.0,9.0,,,18,12,4,silhouette,3
struct,4,2.0,9.0,,,18,12,4,calinski_harabasz,3
struct,4,2.0,9.0,,,18,12,4,davies_bouldin,3
struct,4,2.0,9.0,,,18,12,4,decluster_dip,2
struct,4,2.0,9.0,,,18,12,4,ess_dip,1
struct,4,2.0,9.0,,,18,12,4,ess_dip_detrend,1
struct,4,2.0,9.0,,,18,12,4,ess_dip_adaptive,3
struct,4,2.0,9.0,,,18,12,4,ess_dip_local,3
struct,4,2.0,9.0,,,18,13,4,classical_gap,4
struct,4,2.0,9.0,,,18,13,4,silhouette,2
struct,4,2.0,9.0,,,18,13,4,calinski_harabasz,3
struct,4,2.0,9.0,,,18,13,4,davies_bouldin,3
struct,4,2.0,9.0,,,18,13,4,decluster_dip,1
struct,4,2.0,9.0,,,18,13,4,ess_dip,1
struct,4,2.0,9.0,,,18,13,4,ess_dip_detrend,1
struct,4,2.0,9.0,,,18,13,4,ess_dip_adaptive,1
struct,4,2.0,9.0,,,18,13,4,ess_dip_local,2
struct,4,3.0,6.0,,,19,4,4,classical_gap,4
struct,4,3.0,6.0,,,19,4,4,silhouette,4
struct,4,3.0,6.0,,,19,4,4,calinski_harabasz,4
struct,4,3.0,6.0,,,19,4,4,davies_bouldin,4
struct,4,3.0,6.0,,,19,4,4,decluster_dip,4
struct,4,3.0,6.0,,,19,4,4,ess_dip,4
struct,4,3.0,6.0,,,19,4,4,ess_dip_detrend,1
struct,4,3.0,6.0,,,19,4,4,ess_dip_adaptive,4
struct,4,3.0,6.0,,,19,4,4,ess_dip_local,4
struct,4,3.0,6.0,,,19,10,4,classical_gap,4
struct,4,3.0,6.0,,,19,10,4,silhouette,3
struct,4,3.0,6.0,,,19,10,4,calinski_harabasz,4
struct,4,3.0,6.0,,,19,10,4,davies_bouldin,3
struct,4,3.0,6.0,,,19,10,4,decluster_dip,2
struct,4,3.0,6.0,,,19,10,4,ess_dip,1
struct,4,3.0,6.0,,,19,10,4,ess_dip_detrend,1
struct,4,3.0,6.0,,,19,10,4,ess_dip_adaptive,1
struct,4,3.0,6.0,,,19,10,4,ess_dip_local,4
struct,4,3.0,6.0,,,19,0,4,classical_gap,4
struct,4,3.0,6.0,,,19,0,4,silhouette,3
struct,4,3.0,6.0,,,19,0,4,calinski_harabasz,4
struct,4,3.0,6.0,,,19,0,4,davies_bouldin,3
struct,4,3.0,6.0,,,19,0,4,decluster_dip,4
struct,4,3.0,6.0,,,19,0,4,ess_dip,4
struct,4,3.0,6.0,,,19,0,4,ess_dip_detrend,3
struct,4,3.0,6.0,,,19,0,4,ess_dip_adaptive,4
struct,4,3.0,6.0,,,19,0,4,ess_dip_local,4
struct,4,3.0,6.0,,,19,1,4,classical_gap,4
struct,4,3.0,6.0,,,19,1,4,silhouette,4
struct,4,3.0,6.0,,,19,1,4,calinski_harabasz,4
struct,4,3.0,6.0,,,19,1,4,davies_bouldin,4
struct,4,3.0,6.0,,,19,1,4,decluster_dip,4
struct,4,3.0,6.0,,,19,1,4,ess_dip,4
struct,4,3.0,6.0,,,19,1,4,ess_dip_detrend,2
struct,4,3.0,6.0,,,19,1,4,ess_dip_adaptive,4
struct,4,3.0,6.0,,,19,1,4,ess_dip_local,4
struct,4,3.0,6.0,,,19,6,4,classical_gap,4
struct,4,3.0,6.0,,,19,6,4,silhouette,4
struct,4,3.0,6.0,,,19,6,4,calinski_harabasz,4
struct,4,3.0,6.0,,,19,6,4,davies_bouldin,4
struct,4,3.0,6.0,,,19,6,4,decluster_dip,4
struct,4,3.0,6.0,,,19,6,4,ess_dip,4
struct,4,3.0,6.0,,,19,6,4,ess_dip_detrend,4
struct,4,3.0,6.0,,,19,6,4,ess_dip_adaptive,4
struct,4,3.0,6.0,,,19,6,4,ess_dip_local,4
struct,4,3.0,6.0,,,19,5,4,classical_gap,4
struct,4,3.0,6.0,,,19,5,4,silhouette,4
struct,4,3.0,6.0,,,19,5,4,calinski_harabasz,4
struct,4,3.0,6.0,,,19,5,4,davies_bouldin,3
struct,4,3.0,6.0,,,19,5,4,decluster_dip,4
struct,4,3.0,6.0,,,19,5,4,ess_dip,4
struct,4,3.0,6.0,,,19,5,4,ess_dip_detrend,1
struct,4,3.0,6.0,,,19,5,4,ess_dip_adaptive,4
struct,4,3.0,6.0,,,19,5,4,ess_dip_local,4
struct,4,3.0,6.0,,,19,9,4,classical_gap,4
struct,4,3.0,6.0,,,19,9,4,silhouette,3
struct,4,3.0,6.0,,,19,9,4,calinski_harabasz,3
struct,4,3.0,6.0,,,19,9,4,davies_bouldin,3
struct,4,3.0,6.0,,,19,9,4,decluster_dip,3
struct,4,3.0,6.0,,,19,9,4,ess_dip,3
struct,4,3.0,6.0,,,19,9,4,ess_dip_detrend,3
struct,4,3.0,6.0,,,19,9,4,ess_dip_adaptive,3
struct,4,3.0,6.0,,,19,9,4,ess_dip_local,3
struct,4,3.0,6.0,,,19,7,4,classical_gap,4
struct,4,3.0,6.0,,,19,7,4,silhouette,3
struct,4,3.0,6.0,,,19,7,4,calinski_harabasz,4
struct,4,3.0,6.0,,,19,7,4,davies_bouldin,2
struct,4,3.0,6.0,,,19,7,4,decluster_dip,4
struct,4,3.0,6.0,,,19,7,4,ess_dip,4
struct,4,3.0,6.0,,,19,7,4,ess_dip_detrend,1
struct,4,3.0,6.0,,,19,7,4,ess_dip_adaptive,4
struct,4,3.0,6.0,,,19,7,4,ess_dip_local,4
struct,4,3.0,6.0,,,19,13,4,classical_gap,4
struct,4,3.0,6.0,,,19,13,4,silhouette,3
struct,4,3.0,6.0,,,19,13,4,calinski_harabasz,3
struct,4,3.0,6.0,,,19,13,4,davies_bouldin,2
struct,4,3.0,6.0,,,19,13,4,decluster_dip,3
struct,4,3.0,6.0,,,19,13,4,ess_dip,3
struct,4,3.0,6.0,,,19,13,4,ess_dip_detrend,2
struct,4,3.0,6.0,,,19,13,4,ess_dip_adaptive,3
struct,4,3.0,6.0,,,19,13,4,ess_dip_local,3
struct,4,3.0,6.0,,,19,3,4,classical_gap,4
struct,4,3.0,6.0,,,19,3,4,silhouette,4
struct,4,3.0,6.0,,,19,3,4,calinski_harabasz,4
struct,4,3.0,6.0,,,19,3,4,davies_bouldin,4
struct,4,3.0,6.0,,,19,3,4,decluster_dip,4
struct,4,3.0,6.0,,,19,3,4,ess_dip,4
struct,4,3.0,6.0,,,19,3,4,ess_dip_detrend,1
struct,4,3.0,6.0,,,19,3,4,ess_dip_adaptive,4
struct,4,3.0,6.0,,,19,3,4,ess_dip_local,4
struct,4,3.0,6.0,,,19,11,4,classical_gap,4
struct,4,3.0,6.0,,,19,11,4,silhouette,3
struct,4,3.0,6.0,,,19,11,4,calinski_harabasz,4
struct,4,3.0,6.0,,,19,11,4,davies_bouldin,3
struct,4,3.0,6.0,,,19,11,4,decluster_dip,4
struct,4,3.0,6.0,,,19,11,4,ess_dip,4
struct,4,3.0,6.0,,,19,11,4,ess_dip_detrend,3
struct,4,3.0,6.0,,,19,11,4,ess_dip_adaptive,4
struct,4,3.0,6.0,,,19,11,4,ess_dip_local,4
struct,4,3.0,6.0,,,19,8,4,classical_gap,4
struct,4,3.0,6.0,,,19,8,4,silhouette,2
struct,4,3.0,6.0,,,19,8,4,calinski_harabasz,4
struct,4,3.0,6.0,,,19,8,4,davies_bouldin,3
struct,4,3.0,6.0,,,19,8,4,decluster_dip,4
struct,4,3.0,6.0,,,19,8,4,ess_dip,3
struct,4,3.0,6.0,,,19,8,4,ess_dip_detrend,2
struct,4,3.0,6.0,,,19,8,4,ess_dip_adaptive,3
struct,4,3.0,6.0,,,19,8,4,ess_dip_local,4
struct,4,3.0,9.0,,,20,1,4,classical_gap,4
struct,4,3.0,9.0,,,20,1,4,silhouette,4
struct,4,3.0,9.0,,,20,1,4,calinski_harabasz,4
struct,4,3.0,9.0,,,20,1,4,davies_bouldin,4
struct,4,3.0,9.0,,,20,1,4,decluster_dip,2
struct,4,3.0,9.0,,,20,1,4,ess_dip,2
struct,4,3.0,9.0,,,20,1,4,ess_dip_detrend,1
struct,4,3.0,9.0,,,20,1,4,ess_dip_adaptive,1
struct,4,3.0,9.0,,,20,1,4,ess_dip_local,1
struct,4,3.0,9.0,,,20,0,4,classical_gap,4
struct,4,3.0,9.0,,,20,0,4,silhouette,4
struct,4,3.0,9.0,,,20,0,4,calinski_harabasz,4
struct,4,3.0,9.0,,,20,0,4,davies_bouldin,2
struct,4,3.0,9.0,,,20,0,4,decluster_dip,2
struct,4,3.0,9.0,,,20,0,4,ess_dip,2
struct,4,3.0,9.0,,,20,0,4,ess_dip_detrend,1
struct,4,3.0,9.0,,,20,0,4,ess_dip_adaptive,2
struct,4,3.0,9.0,,,20,0,4,ess_dip_local,4
struct,4,3.0,6.0,,,19,12,4,classical_gap,4
struct,4,3.0,6.0,,,19,12,4,silhouette,4
struct,4,3.0,6.0,,,19,12,4,calinski_harabasz,4
struct,4,3.0,6.0,,,19,12,4,davies_bouldin,4
struct,4,3.0,6.0,,,19,12,4,decluster_dip,4
struct,4,3.0,6.0,,,19,12,4,ess_dip,4
struct,4,3.0,6.0,,,19,12,4,ess_dip_detrend,3
struct,4,3.0,6.0,,,19,12,4,ess_dip_adaptive,4
struct,4,3.0,6.0,,,19,12,4,ess_dip_local,4
struct,4,3.0,9.0,,,20,4,4,classical_gap,4
struct,4,3.0,9.0,,,20,4,4,silhouette,3
struct,4,3.0,9.0,,,20,4,4,calinski_harabasz,3
struct,4,3.0,9.0,,,20,4,4,davies_bouldin,3
struct,4,3.0,9.0,,,20,4,4,decluster_dip,1
struct,4,3.0,9.0,,,20,4,4,ess_dip,1
struct,4,3.0,9.0,,,20,4,4,ess_dip_detrend,1
struct,4,3.0,9.0,,,20,4,4,ess_dip_adaptive,1
struct,4,3.0,9.0,,,20,4,4,ess_dip_local,1
struct,4,3.0,9.0,,,20,2,4,classical_gap,4
struct,4,3.0,9.0,,,20,2,4,silhouette,3
struct,4,3.0,9.0,,,20,2,4,calinski_harabasz,4
struct,4,3.0,9.0,,,20,2,4,davies_bouldin,4
struct,4,3.0,9.0,,,20,2,4,decluster_dip,4
struct,4,3.0,9.0,,,20,2,4,ess_dip,3
