kind,k_true,sep,field_sigma,trend_amp,noise_sigma,cell_idx,realiz,truth_k,method,k_hat
struct,3,2.0,9.0,,,12,3,3,classical_gap,3
struct,3,2.0,9.0,,,12,3,3,silhouette,3
struct,3,2.0,9.0,,,12,3,3,calinski_harabasz,3
struct,3,2.0,9.0,,,12,3,3,davies_bouldin,3
struct,3,2.0,9.0,,,12,3,3,decluster_dip,3
struct,3,2.0,9.0,,,12,3,3,ess_dip,2
struct,3,2.0,9.0,,,12,3,3,ess_dip_detrend,1
struct,3,2.0,9.0,,,12,3,3,ess_dip_adaptive,2
struct,3,2.0,9.0,,,12,3,3,ess_dip_local,3
struct,3,2.0,9.0,,,12,12,3,classical_gap,3
struct,3,2.0,9.0,,,12,12,3,silhouette,3
struct,3,2.0,9.0,,,12,12,3,calinski_harabasz,3
struct,3,2.0,9.0,,,12,12,3,davies_bouldin,3
struct,3,2.0,9.0,,,12,12,3,decluster_dip,1
struct,3,2.0,9.0,,,12,12,3,ess_dip,1
struct,3,2.0,9.0,,,12,12,3,ess_dip_detrend,1
struct,3,2.0,9.0,,,12,12,3,ess_dip_adaptive,1
struct,3,2.0,9.0,,,12,12,3,ess_dip_local,1
struct,3,2.0,9.0,,,12,2,3,classical_gap,3
struct,3,2.0,9.0,,,12,2,3,silhouette,3
struct,3,2.0,9.0,,,12,2,3,calinski_harabasz,3
struct,3,2.0,9.0,,,12,2,3,davies_bouldin,3
struct,3,2.0,9.0,,,12,2,3,decluster_dip,3
struct,3,2.0,9.0,,,12,2,3,ess_dip,3
struct,3,2.0,9.0,,,12,2,3,ess_dip_detrend,1
struct,3,2.0,9.0,,,12,2,3,ess_dip_adaptive,3
struct,3,2.0,9.0,,,12,2,3,ess_dip_local,3
struct,3,2.0,9.0,,,12,10,3,classical_gap,3
struct,3,2.0,9.0,,,12,10,3,silhouette,3
struct,3,2.0,9.0,,,12,10,3,calinski_harabasz,3
struct,3,2.0,9.0,,,12,10,3,davies_bouldin,3
struct,3,2.0,9.0,,,12,10,3,decluster_dip,1
struct,3,2.0,9.0,,,12,10,3,ess_dip,1
struct,3,2.0,9.0,,,12,10,3,ess_dip_detrend,1
struct,3,2.0,9.0,,,12,10,3,ess_dip_adaptive,1
struct,3,2.0,9.0,,,12,10,3,ess_dip_local,3
struct,3,2.0,9.0,,,12,4,3,classical_gap,3
struct,3,2.0,9.0,,,12,4,3,silhouette,3
struct,3,2.0,9.0,,,12,4,3,calinski_harabasz,3
struct,3,2.0,9.0,,,12,4,3,davies_bouldin,3
struct,3,2.0,9.0,,,12,4,3,decluster_dip,3
struct,3,2.0,9.0,,,12,4,3,ess_dip,3
struct,3,2.0,9.0,,,12,4,3,ess_dip_detrend,1
struct,3,2.0,9.0,,,12,4,3,ess_dip_adaptive,3
struct,3,2.0,9.0,,,12,4,3,ess_dip_local,3
struct,3,2.0,9.0,,,12,7,3,classical_gap,3
struct,3,2.0,9.0,,,12,7,3,silhouette,3
struct,3,2.0,9.0,,,12,7,3,calinski_harabasz,3
struct,3,2.0,9.0,,,12,7,3,davies_bouldin,3
struct,3,2.0,9.0,,,12,7,3,decluster_dip,1
struct,3,2.0,9.0,,,12,7,3,ess_dip,1
struct,3,2.0,9.0,,,12,7,3,ess_dip_detrend,1
struct,3,2.0,9.0,,,12,7,3,ess_dip_adaptive,1
struct,3,2.0,9.0,,,12,7,3,ess_dip_local,3
struct,3,2.0,9.0,,,12,13,3,classical_gap,3
struct,3,2.0,9.0,,,12,13,3,silhouette,3
struct,3,2.0,9.0,,,12,13,3,calinski_harabasz,3
struct,3,2.0,9.0,,,12,13,3,davies_bouldin,3
struct,3,2.0,9.0,,,12,13,3,decluster_dip,3
struct,3,2.0,9.0,,,12,13,3,ess_dip,3
struct,3,2.0,9.0,,,12,13,3,ess_dip_detrend,1
struct,3,2.0,9.0,,,12,13,3,ess_dip_adaptive,3
struct,3,2.0,9.0,,,12,13,3,ess_dip_local,3
struct,3,2.0,9.0,,,12,5,3,classical_gap,3
struct,3,2.0,9.0,,,12,5,3,silhouette,2
struct,3,2.0,9.0,,,12,5,3,calinski_harabasz,3
struct,3,2.0,9.0,,,12,5,3,davies_bouldin,2
struct,3,2.0,9.0,,,12,5,3,decluster_dip,3
struct,3,2.0,9.0,,,12,5,3,ess_dip,2
struct,3,2.0,9.0,,,12,5,3,ess_dip_detrend,1
struct,3,2.0,9.0,,,12,5,3,ess_dip_adaptive,2
struct,3,2.0,9.0,,,12,5,3,ess_dip_local,3
struct,3,3.0,6.0,,,13,1,3,classical_gap,3
struct,3,3.0,6.0,,,13,1,3,silhouette,3
struct,3,3.0,6.0,,,13,1,3,calinski_harabasz,3
struct,3,3.0,6.0,,,13,1,3,davies_bouldin,3
struct,3,3.0,6.0,,,13,1,3,decluster_dip,3
struct,3,3.0,6.0,,,13,1,3,ess_dip,2
struct,3,3.0,6.0,,,13,1,3,ess_dip_detrend,1
struct,3,3.0,6.0,,,13,1,3,ess_dip_adaptive,2
struct,3,3.0,6.0,,,13,1,3,ess_dip_local,3
struct,3,2.0,9.0,,,12,14,3,classical_gap,3
struct,3,2.0,9.0,,,12,14,3,silhouette,3
struct,3,2.0,9.0,,,12,14,3,calinski_harabasz,3
struct,3,2.0,9.0,,,12,14,3,davies_bouldin,3
struct,3,2.0,9.0,,,12,14,3,decluster_dip,2
struct,3,2.0,9.0,,,12,14,3,ess_dip,3
struct,3,2.0,9.0,,,12,14,3,ess_dip_detrend,1
struct,3,2.0,9.0,,,12,14,3,ess_dip_adaptive,3
struct,3,2.0,9.0,,,12,14,3,ess_dip_local,3
struct,3,3.0,6.0,,,13,0,3,classical_gap,3
struct,3,3.0,6.0,,,13,0,3,silhouette,3
struct,3,3.0,6.0,,,13,0,3,calinski_harabasz,3
struct,3,3.0,6.0,,,13,0,3,davies_bouldin,3
struct,3,3.0,6.0,,,13,0,3,decluster_dip,3
struct,3,3.0,6.0,,,13,0,3,ess_dip,3
struct,3,3.0,6.0,,,13,0,3,ess_dip_detrend,1
struct,3,3.0,6.0,,,13,0,3,ess_dip_adaptive,3
struct,3,3.0,6.0,,,13,0,3,ess_dip_local,3
struct,3,2.0,9.0,,,12,8,3,classical_gap,3
struct,3,2.0,9.0,,,12,8,3,silhouette,3
struct,3,2.0,9.0,,,12,8,3,calinski_harabasz,3
struct,3,2.0,9.0,,,12,8,3,davies_bouldin,3
struct,3,2.0,9.0,,,12,8,3,decluster_dip,3
struct,3,2.0,9.0,,,12,8,3,ess_dip,3
struct,3,2.0,9.0,,,12,8,3,ess_dip_detrend,1
struct,3,2.0,9.0,,,12,8,3,ess_dip_adaptive,3
struct,3,2.0,9.0,,,12,8,3,ess_dip_local,3
struct,3,3.0,6.0,,,13,2,3,classical_gap,3
struct,3,3.0,6.0,,,13,2,3,silhouette,3
struct,3,3.0,6.0,,,13,2,3,calinski_harabasz,3
struct,3,3.0,6.0,,,13,2,3,davies_bouldin,2
struct,3,3.0,6.0,,,13,2,3,decluster_dip,3
struct,3,3.0,6.0,,,13,2,3,ess_dip,3
struct,3,3.0,6.0,,,13,2,3,ess_dip_detrend,1
struct,3,3.0,6.0,,,13,2,3,ess_dip_adaptive,3
struct,3,3.0,6.0,,,13,2,3,ess_dip_local,3
struct,3,3.0,6.0,,,13,8,3,classical_gap,3
struct,3,3.0,6.0,,,13,8,3,silhouette,3
struct,3,3.0,6.0,,,13,8,3,calinski_harabasz,3
struct,3,3.0,6.0,,,13,8,3,davies_bouldin,3
struct,3,3.0,6.0,,,13,8,3,decluster_dip,3
struct,3,3.0,6.0,,,13,8,3,ess_dip,3
struct,3,3.0,6.0,,,13,8,3,ess_dip_detrend,3
struct,3,3.0,6.0,,,13,8,3,ess_dip_adaptive,3
struct,3,3.0,6.0,,,13,8,3,ess_dip_local,3
struct,3,3.0,6.0,,,13,12,3,classical_gap,3
struct,3,3.0,6.0,,,13,12,3,silhouette,3
struct,3,3.0,6.0,,,13,12,3,calinski_harabasz,3
struct,3,3.0,6.0,,,13,12,3,davies_bouldin,3
struct,3,3.0,6.0,,,13,12,3,decluster_dip,3
struct,3,3.0,6.0,,,13,12,3,ess_dip,3
struct,3,3.0,6.0,,,13,12,3,ess_dip_detrend,3
struct,3,3.0,6.0,,,13,12,3,ess_dip_adaptive,3
struct,3,3.0,6.0,,,13,12,3,ess_dip_local,3
struct,3,3.0,6.0,,,13,5,3,classical_gap,3
struct,3,3.0,6.0,,,13,5,3,silhouette,3
struct,3,3.0,6.0,,,13,5,3,calinski_harabasz,3
struct,3,3.0,6.0,,,13,5,3,davies_bouldin,3
struct,3,3.0,6.0,,,13,5,3,decluster_dip,3
struct,3,3.0,6.0,,,13,5,3,ess_dip,3
struct,3,3.0,6.0,,,13,5,3,ess_dip_detrend,3
struct,3,3.0,6.0,,,13,5,3,ess_dip_adaptive,3
struct,3,3.0,6.0,,,13,5,3,ess_dip_local,3
struct,3,3.0,6.0,,,13,4,3,classical_gap,3
struct,3,3.0,6.0,,,13,4,3,silhouette,3
struct,3,3.0,6.0,,,13,4,3,calinski_harabasz,3
struct,3,3.0,6.0,,,13,4,3,davies_bouldin,3
struct,3,3.0,6.0,,,13,4,3,decluster_dip,3
struct,3,3.0,6.0,,,13,4,3,ess_dip,3
struct,3,3.0,6.0,,,13,4,3,ess_dip_detrend,3
struct,3,3.0,6.0,,,13,4,3,ess_dip_adaptive,3
struct,3,3.0,6.0,,,13,4,3,ess_dip_local,3
struct,3,3.0,6.0,,,13,11,3,classical_gap,3
struct,3,3.0,6.0,,,13,11,3,silhouette,3
struct,3,3.0,6.0,,,13,11,3,calinski_harabasz,3
struct,3,3.0,6.0,,,13,11,3,davies_bouldin,3
struct,3,3.0,6.0,,,13,11,3,decluster_dip,3
struct,3,3.0,6.0,,,13,11,3,ess_dip,3
struct,3,3.0,6.0,,,13,11,3,ess_dip_detrend,1
struct,3,3.0,6.0,,,13,11,3,ess_dip_adaptive,3
struct,3,3.0,6.0,,,13,11,3,ess_dip_local,3
struct,3,3.0,9.0,,,14,0,3,classical_gap,3
struct,3,3.0,9.0,,,14,0,3,silhouette,3
struct,3,3.0,9.0,,,14,0,3,calinski_harabasz,3
struct,3,3.0,9.0,,,14,0,3,davies_bouldin,3
struct,3,3.0,9.0,,,14,0,3,decluster_dip,2
struct,3,3.0,9.0,,,14,0,3,ess_dip,3
struct,3,3.0,9.0,,,14,0,3,ess_dip_detrend,1
struct,3,3.0,9.0,,,14,0,3,ess_dip_adaptive,3
struct,3,3.0,9.0,,,14,0,3,ess_dip_local,3
struct,3,3.0,6.0,,,13,6,3,classical_gap,3
struct,3,3.0,6.0,,,13,6,3,silhouette,3
struct,3,3.0,6.0,,,13,6,3,calinski_harabasz,3
struct,3,3.0,6.0,,,13,6,3,davies_bouldin,3
struct,3,3.0,6.0,,,13,6,3,decluster_dip,3
struct,3,3.0,6.0,,,13,6,3,ess_dip,3
struct,3,3.0,6.0,,,13,6,3,ess_dip_detrend,1
struct,3,3.0,6.0,,,13,6,3,ess_dip_adaptive,3
struct,3,3.0,6.0,,,13,6,3,ess_dip_local,3
struct,3,3.0,6.0,,,13,10,3,classical_gap,3
struct,3,3.0,6.0,,,13,10,3,silhouette,3
struct,3,3.0,6.0,,,13,10,3,calinski_harabasz,3
struct,3,3.0,6.0,,,13,10,3,davies_bouldin,2
struct,3,3.0,6.0,,,13,10,3,decluster_dip,3
struct,3,3.0,6.0,,,13,10,3,ess_dip,2
struct,3,3.0,6.0,,,13,10,3,ess_dip_detrend,1
struct,3,3.0,6.0,,,13,10,3,ess_dip_adaptive,2
struct,3,3.0,6.0,,,13,10,3,ess_dip_local,3
struct,3,3.0,9.0,,,14,1,3,classical_gap,3
struct,3,3.0,9.0,,,14,1,3,silhouette,3
struct,3,3.0,9.0,,,14,1,3,calinski_harabasz,3
struct,3,3.0,9.0,,,14,1,3,davies_bouldin,3
struct,3,3.0,9.0,,,14,1,3,decluster_dip,3
struct,3,3.0,9.0,,,14,1,3,ess_dip,3
struct,3,3.0,9.0,,,14,1,3,ess_dip_detrend,1
struct,3,3.0,9.0,,,14,1,3,ess_dip_adaptive,3
struct,3,3.0,9.0,,,14,1,3,ess_dip_local,3
struct,3,3.0,9.0,,,14,2,3,classical_gap,3
struct,3,3.0,9.0,,,14,2,3,silhouette,3
struct,3,3.0,9.0,,,14,2,3,calinski_harabasz,3
struct,3,3.0,9.0,,,14,2,3,davies_bouldin,3
struct,3,3.0,9.0,,,14,2,3,decluster_dip,3
struct,3,3.0,9.0,,,14,2,3,ess_dip,3
struct,3,3.0,9.0,,,14,2,3,ess_dip_detrend,1
struct,3,3.0,9.0,,,14,2,3,ess_dip_adaptive,1
struct,3,3.0,9.0,,,14,2,3,ess_dip_local,1
struct,3,3.0,6.0,,,13,7,3,classical_gap,3
struct,3,3.0,6.0,,,13,7,3,silhouette,3
struct,3,3.0,6.0,,,13,7,3,calinski_harabasz,3
struct,3,3.0,6.0,,,13,7,3,davies_bouldin,3
struct,3,3.0,6.0,,,13,7,3,decluster_dip,3
struct,3,3.0,6.0,,,13,7,3,ess_dip,3
struct,3,3.0,6.0,,,13,7,3,ess_dip_detrend,1
struct,3,3.0,6.0,,,13,7,3,ess_dip_adaptive,3
struct,3,3.0,6.0,,,13,7,3,ess_dip_local,3
struct,3,3.0,6.0,,,13,9,3,classical_gap,3
struct,3,3.0,6.0,,,13,9,3,silhouette,3
struct,3,3.0,6.0,,,13,9,3,calinski_harabasz,3
struct,3,3.0,6.0,,,13,9,3,davies_bouldin,3
struct,3,3.0,6.0,,,13,9,3,decluster_dip,3
struct,3,3.0,6.0,,,13,9,3,ess_dip,3
struct,3,3.0,6.0,,,13,9,3,ess_dip_detrend,3
struct,3,3.0,6.0,,,13,9,3,ess_dip_adaptive,3
struct,3,3.0,6.0,,,13,9,3,ess_dip_local,3
struct,3,3.0,6.0,,,13,3,3,classical_gap,3
struct,3,3.0,6.0,,,13,3,3,silhouette,3
struct,3,3.0,6.0,,,13,3,3,calinski_harabasz,3
struct,3,3.0,6.0,,,13,3,3,davies_bouldin,3
struct,3,3.0,6.0,,,13,3,3,decluster_dip,3
struct,3,3.0,6.0,,,13,3,3,ess_dip,3
struct,3,3.0,6.0,,,13,3,3,ess_dip_detrend,1
struct,3,3.0,6.0,,,13,3,3,ess_dip_adaptive,3
struct,3,3.0,6.0,,,13,3,3,ess_dip_local,3
struct,3,3.0,6.0,,,13,14,3,classical_gap,3
struct,3,3.0,6.0,,,13,14,3,silhouette,3
struct,3,3.0,6.0,,,13,14,3,calinski_harabasz,3
struct,3,3.0,6.0,,,13,14,3,davies_bouldin,3
struct,3,3.0,6.0,,,13,14,3,decluster_dip,3
struct,3,3.0,6.0,,,13,14,3,ess_dip,3
struct,3,3.0,6.0,,,13,14,3,ess_dip_detrend,1
struct,3,3.0,6.0,,,13,14,3,ess_dip_adaptive,3
struct,3,3.0,6.0,,,13,14,3,ess_dip_local,3
struct,3,3.0,9.0,,,14,10,3,classical_gap,3
struct,3,3.0,9.0,,,14,10,3,silhouette,3
struct,3,3.0,9.0,,,14,10,3,calinski_harabasz,3
struct,3,3.0,9.0,,,14,10,3,davies_bouldin,3
struct,3,3.0,9.0,,,14,10,3,decluster_dip,2
struct,3,3.0,9.0,,,14,10,3,ess_dip,1
struct,3,3.0,9.0,,,14,10,3,ess_dip_detrend,1
struct,3,3.0,9.0,,,14,10,3,ess_dip_adaptive,1
struct,3,3.0,9.0,,,14,10,3,ess_dip_local,3
struct,3,3.0,6.0,,,13,13,3,classical_gap,3
struct,3,3.0,6.0,,,13,13,3,silhouette,2
struct,3,3.0,6.0,,,13,13,3,calinski_harabasz,3
struct,3,3.0,6.0,,,13,13,3,davies_bouldin,2
struct,3,3.0,6.0,,,13,13,3,decluster_dip,3
struct,3,3.0,6.0,,,13,13,3,ess_dip,3
struct,3,3.0,6.0,,,13,13,3,ess_dip_detrend,2
struct,3,3.0,6.0,,,13,13,3,ess_dip_adaptive,3
struct,3,3.0,6.0,,,13,13,3,ess_dip_local,3
struct,3,3.0,9.0,,,14,4,3,classical_gap,3
struct,3,3.0,9.0,,,14,4,3,silhouette,3
struct,3,3.0,9.0,,,14,4,3,calinski_harabasz,3
struct,3,3.0,9.0,,,14,4,3,davies_bouldin,3
struct,3,3.0,9.0,,,14,4,3,decluster_dip,3
struct,3,3.0,9.0,,,14,4,3,ess_dip,3
struct,3,3.0,9.0,,,14,4,3,ess_dip_detrend,1
struct,3,3.0,9.0,,,14,4,3,ess_dip_adaptive,3
struct,3,3.0,9.0,,,14,4,3,ess_dip_local,3
struct,3,3.0,9.0,,,14,8,3,classical_gap,3
struct,3,3.0,9.0,,,14,8,3,silhouette,3
struct,3,3.0,9.0,,,14,8,3,calinski_harabasz,3
struct,3,3.0,9.0,,,14,8,3,davies_bouldin,3
struct,3,3.0,9.0,,,14,8,3,decluster_dip,3
struct,3,3.0,9.0,,,14,8,3,ess_dip,3
struct,3,3.0,9.0,,,14,8,3,ess_dip_detrend,1
struct,3,3.0,9.0,,,14,8,3,ess_dip_adaptive,3
struct,3,3.0,9.0,,,14,8,3,ess_dip_local,3
struct,3,3.0,9.0,,,14,3,3,classical_gap,3
struct,3,3.0,9.0,,,14,3,3,silhouette,3
struct,3,3.0,9.0,,,14,3,3,calinski_harabasz,3
struct,3,3.0,9.0,,,14,3,3,davies_bouldin,3
struct,3,3.0,9.0,,,14,3,3,decluster_dip,3
struct,3,3.0,9.0,,,14,3,3,ess_dip,3
struct,3,3.0,9.0,,,14,3,3,ess_dip_detrend,1
struct,3,3.0,9.0,,,14,3,3,ess_dip_adaptive,3
struct,3,3.0,9.0,,,14,3,3,ess_dip_local,3
struct,3,3.0,9.0,,,14,7,3,classical_gap,3
struct,3,3.0,9.0,,,14,7,3,silhouette,3
struct,3,3.0,9.0,,,14,7,3,calinski_harabasz,3
struct,3,3.0,9.0,,,14,7,3,davies_bouldin,3
struct,3,3.0,9.0,,,14,7,3,decluster_dip,2
struct,3,3.0,9.0,,,14,7,3,ess_dip,3
struct,3,3.0,9.0,,,14,7,3,ess_dip_detrend,1
struct,3,3.0,9.0,,,14,7,3,ess_dip_adaptive,3
struct,3,3.0,9.0,,,14,7,3,ess_dip_local,3
struct,3,3.0,9.0,,,14,9,3,classical_gap,3
struct,3,3.0,9.0,,,14,9,3,silhouette,2
struct,3,3.0,9.0,,,14,9,3,calinski_harabasz,3
struct,3,3.0,9.0,,,14,9,3,davies_bouldin,2
struct,3,3.0,9.0,,,14,9,3,decluster_dip,3
struct,3,3.0,9.0,,,14,9,3,ess_dip,3
struct,3,3.0,9.0,,,14,9,3,ess_dip_detrend,1
struct,3,3.0,9.0,,,14,9,3,ess_dip_adaptive,3
struct,3,3.0,9.0,,,14,9,3,ess_dip_local,3
struct,3,3.0,9.0,,,14,6,3,classical_gap,3
struct,3,3.0,9.0,,,14,6,3,silhouette,3
struct,3,3.0,9.0,,,14,6,3,calinski_harabasz,3
struct,3,3.0,9.0,,,14,6,3,davies_bouldin,3
struct,3,3.0,9.0,,,14,6,3,decluster_dip,3
struct,3,3.0,9.0,,,14,6,3,ess_dip,3
struct,3,3.0,9.0,,,14,6,3,ess_dip_detrend,1
struct,3,3.0,9.0,,,14,6,3,ess_dip_adaptive,3
struct,3,3.0,9.0,,,14,6,3,ess_dip_local,3
struct,3,3.0,9.0,,,14,12,3,classical_gap,3
struct,3,3.0,9.0,,,14,12,3,silhouette,2
struct,3,3.0,9.0,,,14,12,3,calinski_harabasz,2
struct,3,3.0,9.0,,,14,12,3,davies_bouldin,2
struct,3,3.0,9.0,,,14,12,3,decluster_dip,2
struct,3,3.0,9.0,,,14,12,3,ess_dip,1
struct,3,3.0,9.0,,,14,12,3,ess_dip_detrend,1
struct,3,3.0,9.0,,,14,12,3,ess_dip_adaptive,1
struct,3,3.0,9.0,,,14,12,3,ess_dip_local,2
struct,3,3.0,9.0,,,14,5,3,classical_gap,3
struct,3,3.0,9.0,,,14,5,3,silhouette,2
struct,3,3.0,9.0,,,14,5,3,calinski_harabasz,2
struct,3,3.0,9.0,,,14,5,3,davies_bouldin,2
struct,3,3.0,9.0,,,14,5,3,decluster_dip,3
struct,3,3.0,9.0,,,14,5,3,ess_dip,3
struct,3,3.0,9.0,,,14,5,3,ess_dip_detrend,2
struct,3,3.0,9.0,,,14,5,3,ess_dip_adaptive,3
struct,3,3.0,9.0,,,14,5,3,ess_dip_local,3
struct,3,4.0,6.0,,,15,1,3,classical_gap,3
struct,3,4.0,6.0,,,15,1,3,silhouette,3
struct,3,4.0,6.0,,,15,1,3,calinski_harabasz,3
struct,3,4.0,6.0,,,15,1,3,davies_bouldin,3
struct,3,4.0,6.0,,,15,1,3,decluster_dip,3
struct,3,4.0,6.0,,,15,1,3,ess_dip,3
struct,3,4.0,6.0,,,15,1,3,ess_dip_detrend,3
struct,3,4.0,6.0,,,15,1,3,ess_dip_adaptive,3
struct,3,4.0,6.0,,,15,1,3,ess_dip_local,3
struct,3,3.0,9.0,,,14,11,3,classical_gap,3
struct,3,3.0,9.0,,,14,11,3,silhouette,2
struct,3,3.0,9.0,,,14,11,3,calinski_harabasz,3
struct,3,3.0,9.0,,,14,11,3,davies_bouldin,2
struct,3,3.0,9.0,,,14,11,3,decluster_dip,3
struct,3,3.0,9.0,,,14,11,3,ess_dip,3
struct,3,3.0,9.0,,,14,11,3,ess_dip_detrend,1
struct,3,3.0,9.0,,,14,11,3,ess_dip_adaptive,3
struct,3,3.0,9.0,,,14,11,3,ess_dip_local,3
struct,3,4.0,6.0,,,15,0,3,classical_gap,3
struct,3,4.0,6.0,,,15,0,3,silhouette,3
struct,3,4.0,6.0,,,15,0,3,calinski_harabasz,3
struct,3,4.0,6.0,,,15,0,3,davies_bouldin,3
struct,3,4.0,6.0,,,15,0,3,decluster_dip,3
struct,3,4.0,6.0,,,15,0,3,ess_dip,3
struct,3,4.0,6.0,,,15,0,3,ess_dip_detrend,3
struct,3,4.0,6.0,,,15,0,3,ess_dip_adaptive,3
struct,3,4.0,6.0,,,15,0,3,ess_dip_local,3
struct,3,3.0,9.0,,,14,13,3,classical_gap,3
struct,3,3.0,9.0,,,14,13,3,silhouette,2
struct,3,3.0,9.0,,,14,13,3,calinski_harabasz,2
struct,3,3.0,9.0,,,14,13,3,davies_bouldin,2
struct,3,3.0,9.0,,,14,13,3,decluster_dip,1
struct,3,3.0,9.0,,,14,13,3,ess_dip,1
struct,3,3.0,9.0,,,14,13,3,ess_dip_detrend,1
struct,3,3.0,9.0,,,14,13,3,ess_dip_adaptive,2
struct,3,3.0,9.0,,,14,13,3,ess_dip_local,3
struct,3,3.0,9.0,,,14,14,3,classical_gap,3
struct,3,3.0,9.0,,,14,14,3,silhouette,3
struct,3,3.0,9.0,,,14,14,3,calinski_harabasz,3
struct,3,3.0,9.0,,,14,14,3,davies_bouldin,3
struct,3,3.0,9.0,,,14,14,3,decluster_dip,3
struct,3,3.0,9.0,,,14,14,3,ess_dip,3
struct,3,3.0,9.0,,,14,14,3,ess_dip_detrend,1
struct,3,3.0,9.0,,,14,14,3,ess_dip_adaptive,3
struct,3,3.0,9.0,,,14,14,3,ess_dip_local,3
struct,3,4.0,6.0,,,15,5,3,classical_gap,3
struct,3,4.0,6.0,,,15,5,3,silhouette,3
struct,3,4.0,6.0,,,15,5,3,calinski_harabasz,3
struct,3,4.0,6.0,,,15,5,3,davies_bouldin,3
struct,3,4.0,6.0,,,15,5,3,decluster_dip,3
struct,3,4.0,6.0,,,15,5,3,ess_dip,3
struct,3,4.0,6.0,,,15,5,3,ess_dip_detrend,3
struct,3,4.0,6.0,,,15,5,3,ess_dip_adaptive,3
struct,3,4.0,6.0,,,15,5,3,ess_dip_local,3
struct,3,4.0,6.0,,,15,6,3,classical_gap,3
struct,3,4.0,6.0,,,15,6,3,silhouette,2
struct,3,4.0,6.0,,,15,6,3,calinski_harabasz,3
struct,3,4.0,6.0,,,15,6,3,davies_bouldin,2
struct,3,4.0,6.0,,,15,6,3,decluster_dip,3
struct,3,4.0,6.0,,,15,6,3,ess_dip,3
struct,3,4.0,6.0,,,15,6,3,ess_dip_detrend,2
struct,3,4.0,6.0,,,15,6,3,ess_dip_adaptive,3
struct,3,4.0,6.0,,,15,6,3,ess_dip_local,3
struct,3,4.0,6.0,,,15,2,3,classical_gap,3
struct,3,4.0,6.0,,,15,2,3,silhouette,3
struct,3,4.0,6.0,,,15,2,3,calinski_harabasz,3
struct,3,4.0,6.0,,,15,2,3,davies_bouldin,3
struct,3,4.0,6.0,,,15,2,3,decluster_dip,3
struct,3,4.0,6.0,,,15,2,3,ess_dip,3
struct,3,4.0,6.0,,,15,2,3,ess_dip_detrend,2
struct,3,4.0,6.0,,,15,2,3,ess_dip_adaptive,3
struct,3,4.0,6.0,,,15,2,3,ess_dip_local,3
struct,3,4.0,6.0,,,15,7,3,classical_gap,3
struct,3,4.0,6.0,,,15,7,3,silhouette,2
struct,3,4.0,6.0,,,15,7,3,calinski_harabasz,2
struct,3,4.0,6.0,,,15,7,3,davies_bouldin,2
struct,3,4.0,6.0,,,15,7,3,decluster_dip,2
struct,3,4.0,6.0,,,15,7,3,ess_dip,2
struct,3,4.0,6.0,,,15,7,3,ess_dip_detrend,2
struct,3,4.0,6.0,,,15,7,3,ess_dip_adaptive,2
struct,3,4.0,6.0,,,15,7,3,ess_dip_local,3
struct,3,4.0,6.0,,,15,9,3,classical_gap,3
struct,3,4.0,6.0,,,15,9,3,silhouette,3
struct,3,4.0,6.0,,,15,9,3,calinski_harabasz,3
struct,3,4.0,6.0,,,15,9,3,davies_bouldin,3
struct,3,4.0,6.0,,,15,9,3,decluster_dip,3
struct,3,4.0,6.0,,,15,9,3,ess_dip,3
struct,3,4.0,6.0,,,15,9,3,ess_dip_detrend,1
struct,3,4.0,6.0,,,15,9,3,ess_dip_adaptive,3
struct,3,4.0,6.0,,,15,9,3,ess_dip_local,3
struct,3,4.0,6.0,,,15,4,3,classical_gap,3
struct,3,4.0,6.0,,,15,4,3,silhouette,3
struct,3,4.0,6.0,,,15,4,3,calinski_harabasz,3
struct,3,4.0,6.0,,,15,4,3,davies_bouldin,3
struct,3,4.0,6.0,,,15,4,3,decluster_dip,3
struct,3,4.0,6.0,,,15,4,3,ess_dip,3
struct,3,4.0,6.0,,,15,4,3,ess_dip_detrend,2
struct,3,4.0,6.0,,,15,4,3,ess_dip_adaptive,3
struct,3,4.0,6.0,,,15,4,3,ess_dip_local,3
struct,3,4.0,6.0,,,15,11,3,classical_gap,3
struct,3,4.0,6.0,,,15,11,3,silhouette,3
struct,3,4.0,6.0,,,15,11,3,calinski_harabasz,3
struct,3,4.0,6.0,,,15,11,3,davies_bouldin,3
struct,3,4.0,6.0,,,15,11,3,decluster_dip,3
struct,3,4.0,6.0,,,15,11,3,ess_dip,3
struct,3,4.0,6.0,,,15,11,3,ess_dip_detrend,3
struct,3,4.0,6.0,,,15,11,3,ess_dip_adaptive,3
struct,3,4.0,6.0,,,15,11,3,ess_dip_local,3
struct,3,4.0,6.0,,,15,14,3,classical_gap,3
struct,3,4.0,6.0,,,15,14,3,silhouette,3
struct,3,4.0,6.0,,,15,14,3,calinski_harabasz,3
struct,3,4.0,6.0,,,15,14,3,davies_bouldin,3
struct,3,4.0,6.0,,,15,14,3,decluster_dip,3
struct,3,4.0,6.0,,,15,14,3,ess_dip,3
struct,3,4.0,6.0,,,15,14,3,ess_dip_detrend,3
struct,3,4.0,6.0,,,15,14,3,ess_dip_adaptive,3
struct,3,4.0,6.0,,,15,14,3,ess_dip_local,3
struct,3,4.0,6.0,,,15,8,3,classical_gap,3
struct,3,4.0,6.0,,,15,8,3,silhouette,3
struct,3,4.0,6.0,,,15,8,3,calinski_harabasz,3
